Case ID,Nodes,Edges,Starting Node,Duration,Total Colors Used,n/x Ratio,Color 1 Count,Color 2 Count,Color 1 Ratio,Total Leaves
1,35843,35842,33,0.532999 seconds,394,n/90,19803,7733,55.2493%,13636,
2,47575,47574,18,0.792474 seconds,511,n/93,26268,10307,55.2139%,18167,
3,29586,29585,13,0.31961 seconds,325,n/91,16342,6390,55.2356%,11270,
4,26204,26203,15,0.25451 seconds,299,n/87,14495,5613,55.316%,10018,
5,37777,37776,29,0.588651 seconds,431,n/87,20849,8117,55.1897%,14452,
